LPS|GNFR|E-PRTR/PRTR Facility ID|Height class|Longitude (deg)|Latitude (deg)|NOx (as NO2) (kt)|NMVOC (kt)|SOx (as SO2) (kt)|NH3 (kt)|PM2.5 (kt)|PM10 (kt)|CO (kt)|Pb (t)|Cd (t)|Hg (t)|PCDD/ PCDF (dioxins/ furans)(g I-Teq)|PAHs (t)|HCB (kg)|PCBs (kg)
Diebald Lackierung Logistik GmbH & Co. KG Werk I und II|E_Solvents|06-09-163-4030-0001|1|12,1420391965854|47,8518409926089||0,258||||||||||||
Diehl Metal Applications GmbH alt Schempp & Decker Präzisionsteile und Oberflächentechnik GmbH|B_Industry|06-11-01-2803901|1|13,2866571177724|52,4164100808911||||||||||||||
Dirting, Michael|K_AgriLivestock|06-05-566-9960328|1|7,49138439536474|52,0698946162502||||0,0108||||||||||
Doering GmbH|B_Industry|06-00080320532|2|8,32958218260958|50,6507719034833|||||||0,575|||||||
Domo Caproleuna GmbH|B_Industry|12033|1|11,9898680556335|51,297008256304|||0,366|||||||||||
Domäne Alikendorf GbR|K_AgriLivestock|12030|1|11,2862525172069|51,985259027108||||0,0109||||||||||
Donaulegefarmen GmbH & Co. KG - Betrieb Leiterkofen|K_AgriLivestock|06-09-375-0038-0001|1|12,2976115421566|48,9755929334269||||0,0103||||||||||
Dorenkamp, Daniel|K_AgriLivestock|06-05-570-9923482|1|8,10983565890669|51,7201660064886||||0,0112||||||||||
Dow Deutschland Anlagenges. mbH Werk Stade|B_Industry|03-03-03030273580|1|9,50412189043018|53,640357950645|0,338|||||||||||||
Dow Olefinverbund GmbH Werk Böhlen|B_Industry|14-80-54102340000|1|12,3560994005555|51,1914252047494|0,624|||||||||||||
Dow Olefinverbund GmbH, Werk Schkopau|B_Industry|12045|1|11,9443181571528|51,395574547664||||||||||||||
Dr. Peus, Charlotte|K_AgriLivestock|06-05-974-0233093|1|8,42540498899474|51,5470299296697||||0,0135||||||||||
Drees, Heinrich|K_AgriLivestock|03-85-45301164650|1|7,82060769453417|52,7474657961384||||0,0117||||||||||
Drentweder Porc GmbH|K_AgriLivestock|03-65-25101400460|1|8,53479307841551|52,7376914906369||||0,0133||||||||||
Drewitzer Sauenhaltungs GbR|K_AgriLivestock|12073|1|12,1587949217727|52,2078617212004||||0,0151||||||||||
Dyckerhoff GmbH|B_Industry|06-05-500-0106867|2|7,88782764054791|52,1749858906752|0,573|||0,0582|||1,97|||0,0257||||
Dyckerhoff GmbH|B_Industry|07-05-8161247|2|8,03701249412367|49,6020260228561|0,496|||0,0276|||2,66|||0,047799999999999995||||
Dyckerhoff GmbH Werk Amöneburg|B_Industry|06-01620010414|2|8,25700175444805|50,0319095643935|0,144||||||1,06|||||||
Dyckerhoff GmbH Werksgruppe Nord-Werk Geseke-|B_Industry|06-05-900-0009912|2|8,50439288084779|51,6225605185145|0,289|||0,0246|||0,684|||0,0119||||
Dyneon GmbH|B_Industry|06-09-171-0011--C01|1|12,7259317341591|48,1816609916061||||||||||||||
E. und M. Schweinemast GmbH & Co. KG|K_AgriLivestock|12122|1|10,8258839741443|51,9494441322004||||0,0137||||||||||
E.B.M. GmbH & Co.KG|K_AgriLivestock|03-92-46000150180|1|8,20761870583955|52,7297447872644||||0,0156||||||||||
EBE Holzheizkraftwerk GmbH|J_Waste|03-10-10102275040|3|6,87344826377587|52,61934123977||||||||||||||
EEW Energy from Waste Großräschen GmbH|J_Waste|12-40665570000|2|13,9774464755681|51,5819631701438|0,109|||||||||||||
EEW Energy from Waste Hannover GmbH|J_Waste|03-06-06060181710|2|9,85302739712608|52,4120907885904|0,203|||||||||||||
EEW Energy from Waste Helmstedt GmbH|J_Waste|03-01-01000259750|2|10,9777511752996|52,1700500859293|0,36|||||||||||||
EEW Energy from Waste Premnitz GmbH|J_Waste|12-60632000000|2|12,3590307243979|52,5276913202364|0,135|||||||||||||
EEW Energy from Waste Saarbrücken GmbH|J_Waste|06-05-300-9968049|2|6,84364980875095|50,8565737890105|0,342|||||||||||||
EEW Energy from Waste Saarbrücken GmbH TREA Breisgau|J_Waste|06-08-34033281|2|7,61644219561908|47,8901999875471||||||||||||||
EEW Energy from Waste Stapelfeld GmbH|J_Waste|01-50-62071414471|2|10,2245426306666|53,6192816698958||||||||||||||
EEW Energy from waste Saarbrücken GmbH|J_Waste|07-05-8694742|2|7,59582012813438|49,2280739458821||||||||||||||
EEW MHKW Göppingen|J_Waste|06-08-7024258|2|9,67147521009896|48,682155327232||||||||||||||
EGK Entsorgungsgesellschaft Krefeld GmbH & Co. KG|J_Waste|06-05-100-0250693|3|6,63440381669403|51,3789065321907|0,192|||||||||||||
EMG Casting AG|B_Industry|06-09-183-0301-0001|2|12,4162541245305|48,209764745498||||||||||||||
EMPG - EAA Großenkneten Erdgas-Aufbereitungsanlage|B_Industry|03-31-31000006225|1|8,22749681415229|52,9561964039116|0,117||1,51||||1,03|||||||
EN-PRO Entsorgungsgesellschaft mbH|J_Waste|06-05-300-9005479|3|7,06967601242605|50,7818816633799||||||||||||||
ENGIE Deutschland AG Standort Kraftwerk Zolling|A_PublicPower|06-09-100-0003-0003|5|11,7994456947988|48,4553388532795|0,833||0,637|||||||||||
ENGIE Kraftwerk Farge GmbH & Co. KGaA|A_PublicPower|06-04-11/2039669/2/0|5|8,51617121804026|53,2020987701671|0,746||0,394||||0,576|||||||
ENGIE Kraftwerk Wilhelmshaven GmbH & Co.KG|A_PublicPower|03-09-09000237910|5|8,13853287837422|53,5703554561772|0,556||0,34|||||||0,011699999999999999||||
ENTEGA AG (HSE)|J_Waste|06-00004310411|2|8,64630678452404|49,8841313310629||||||||||||||
ETN Wintershall|J_Waste|06-05300230632|2|9,99811327157701|50,8932997521558|0,28|||||||||||||
EUROGLAS AG|B_Industry|12184|2|11,5807796104315|52,0575721581522|0,407||0,284|||||||||||
EUROGLAS GmbH|B_Industry|12438|2|11,4401830927222|52,2744246584127|0,25||0,21|||||||||||
EVC Dresden-Wilschdorf /Reichenberg|A_PublicPower|14-70-00040252025|5|13,7128302181014|51,1274076759399|0,179|||||||||||||
EVH GmbH, Dieselstr.|A_PublicPower|12305|5|11,9928829729712|51,4591042052467|0,143|||||||||||||
EVI Abfallverwertung B.V. & Co. KG|J_Waste|03-10-10000167470|2|6,74319308239618|52,6435911576466|0,165|||||||||0,0111||||
EVO - Heizkraftwerk Offenbach|A_PublicPower|06-00059010413|5|8,74536168329065|50,1113206094255||||||||||||||
EVO - MHKW Offenbach|J_Waste|06-00277010413|2|8,76892725388482|50,0648892703817|0,131|||||||||||||
EVZ Mertesdorf (Deponie Mertesdorf)|J_Waste|07-03-4298733|1|6,75707700005756|49,7728541886956||||||||||||||
EZS Entsorgungszentrum Salzgitter GP Günter Papenburg Entsorgung GmbH|J_Waste|03-01-01010956210|1|10,3725805712059|52,133328682371||||||||||||||
"Ebel, Heinrich GmbH & Co KG Steinbruch ""Habbel"""|D_Fugitive|06-05-958-0017501|1|7,98356581433009|51,4045131617813||||||0,0565||||||||
Egger Holzwerkstoffe Brilon GmbH & Co. KG|B_Industry|06-05-900-0235121|2|8,59806919297455|51,406693828642|0,29|0,358||||||||||||
Eggersdorfer Schweinezucht KG|K_AgriLivestock|12-30642040000|1|14,1118350528808|52,4822640238248||||0,0142||||||||||
Eierfarm Meyerhöfen GmbH|K_AgriLivestock|03-92-46000104679|1|8,26631429325989|52,8350532317163||||0,0113||||||||||
Eifrisch Vertriebsgesellschaft mbH & Co KG|K_AgriLivestock|14-63-49775770001|1|12,8174440706143|50,7427515658065||||0,0378||||||||||
Eifrisch Vetriebsgesellschaft mbH & Co.KG|K_AgriLivestock|14-63-49775770000|1|12,851250016811|50,7678527009219||||0,0731||0,0637||||||||
Eilers, Norbert|K_AgriLivestock|06-05-558-0073572|1|7,37455785331701|51,8357026716518||||0,0132||||||||||
Eisenwerk Brühl GmbH|B_Industry|06-05-300-0192439|2|6,91311518062577|50,8423495256253||||||||||||||
Eisenwerk Hasenclever & Sohn GmbH|B_Industry|06-10400010635|2|8,62236495031832|51,0341557896533||||||||||||||
Eisenwerk Martinlamitz GmbH|B_Industry|06-09-475-0045-0001|2|11,9628393835358|50,2115162345485||0,144||||||||||||
Eistrup Heinrich|K_AgriLivestock|03-88-45600399920|1|7,15720099064296|52,3911747316936||||0,0101||||||||||
Elektrowerk Weisweiler GmbH|B_Industry|06-05-300-0876744|2|6,30730343027107|50,824818050471||||||||||||||
Elking Hiltrud|K_AgriLivestock|03-92-46000020477|1|8,22738058135402|52,509551763008||||0,011||||||||||
Ellermann, Carsten|K_AgriLivestock|03-91-45901300650|1|8,35480189322892|52,3658298004083||||0,0165||||||||||
Elterntieranlage Möckern|K_AgriLivestock|12984|1|12,0077618019549|52,1804141590457||||0,116||||||||||
Elterntieranlage Zeesen|K_AgriLivestock|12-50613180000|1|13,6260519707436|52,2740353940382||||0,0613||||||||||
Emerald Irish Pork GmbH|K_AgriLivestock|12-60690810000|1|12,6219968587741|52,3784951660405||||0,0576||||||||||
Energie SaarLorLux AG Heizkraftwerk Römerbrücke|A_PublicPower|06-10-0020157|5|7,01481264944726|49,2237038817078|0,131|||||||||||||
Energie- und Wasserversorgung Bonn/Rhein-Sieg GmbH|A_PublicPower|06-05-300-0838652|5|7,08115663540052|50,7339539006811|0,341|||||||||||||
Enertec Hameln GmbH|J_Waste|03-07-07070168330|2|9,38839941139385|52,098869427878|0,419|||0,0417||||||||||
Enka GmbH & Co. KG|B_Industry|06-09-676-4111-0001|1|9,149768140748|49,8310940585854||0,329||||||||||||
Enseling, Tonius und Mechthild GbR|K_AgriLivestock|06-05-554-9973731|1|7,19270701610677|52,0479690777963||||0,0166||||||||||
Entsorgungsgesellschaft Mainz mbH|J_Waste|07-04-6377464|2|8,23839584521204|50,0253131675084|0,283|||||||||||||
Entsorgungswirtschaft Landkreis Harz AöR|J_Waste|10019|1|10,7684554310479|51,8693379460597||||||||||||||
Entsorgungszentrum Schwalm-Eder|J_Waste|06-06000030634|1|9,31793612432394|51,0884139453468||||||||||||||
Erdgasverdichterstation MEGAL Waidhaus|A_PublicPower|06-09-374-0001-0001|5|12,5136712355444|49,6551927136703||||||||||||||
Erzeugergemeinschaft Fleischschwein Groß Leine e.G.|K_AgriLivestock|12-50610120000|1|14,073858696796|51,9953681423882||||0,0118||||||||||
Escherfeld Mast KG|K_AgriLivestock|06-05-762-0210407|1|9,11778910067972|51,6510884220478||||0,0101||||||||||
Essink Helma|K_AgriLivestock|03-88-45601539680|1|7,04340985988986|52,4955815150014||||0,0105||||||||||
Essity Operations Mannheim GmbH|B_Industry|06-08-2951606|2|8,45707983204561|49,5354986413784|0,418||0,251|||||||||||
Esther Buchenau Schweinemast|K_AgriLivestock|01-40-59074193454|1|9,82263427245076|54,652438212134||||0,016||||||||||
EvoBus GmbH|E_Solvents|06-09-775-2109-0001|1|10,0398562650075|48,3930956386807||0,158||||||||||||
Evonik Degussa GmbH|B_Industry|06-05-500-0875785|1|7,10303987874825|51,6783861500897|1,72||0,692|||||||0,0193||||
Evonik Degussa GmbH Werk Wesseling|B_Industry|06-05-300-0420058|1|6,97628646166858|50,8340999033365|0,146|||||||||||||
Evonik Functional Solutions GmbH Werk Lülsdorf|B_Industry|06-05-300-0114222|1|7,02753317102566|50,827926548||||||||||0,0174||||
Evonik Röhm GmbH|B_Industry|07-04-6055400|1|8,36581144465543|49,6546828805751|0,405||1,2|||||||||||
Ewald Rostek GmbH|B_Industry|06-05-900-0160195|1|7,78030938433799|51,4479761127022||||||||||||||
Exeler Schweineaufzucht GbR|K_AgriLivestock|06-05-500-9963096|1|7,49437095608927|52,3094736617988||||0,0237||||||||||
F ritz Winter Eisengießerei GmbH & Co. KG|B_Industry|06-00000010534|2|9,01114385737889|50,8189066798328||0,6|||||||0,013300000000000001|||||
FELS-WERKE Kalkwerk Hornberg|B_Industry|18045|2|10,7639040421949|51,7599976494764|||||||14,7|||||||
FELS-WERKE Kalkwerk Kaltes Tal|B_Industry|18044|2|10,8340204083728|51,7706054010665|0,227||||||7,72|||||||
FELS-WERKE Kalkwerk Rübeland|B_Industry|18043|2|10,8276711982596|51,7530072859272|||||||1,7|||||||
FHW Neukölln AG|A_PublicPower|06-11-01-1502601|5|13,4549351104048|52,4791854622855|0,129|||||||||||||
FS Karton GmbH|B_Industry|06-05-100-0042820|2|6,69212437802603|51,2186585683963|0,134|||||||||||||
FVS Fernwärme-Verbund Saar GmbH Zentralstation Saarlouis|A_PublicPower|06-10-0096761|5|6,73765598258163|49,3462711969974||||||||||||||
FZV Ferkelaufzucht und -vertriebs GmbH - Gladau|K_AgriLivestock|10098|1|12,0957395115225|52,3176042714016||||0,0518||||||||||
Farm Hofing I|K_AgriLivestock|06-09-376-0028-0001|1|12,2471575560858|49,2561375916374||||0,0128||||||||||
Farm Hofing II|K_AgriLivestock|06-09-376-0028-0002|1|12,2457682593656|49,2534414175628||||0,0128||||||||||
Farm Hofing III|K_AgriLivestock|06-09-376-0028-0003|1|12,2498796526446|49,25118228377||||0,0128||||||||||
Farm Hubertus|K_AgriLivestock|06-09-376-0115-0001|1|12,2895533891786|49,2246535766769||||0,0364||||||||||
Farm Hötensleben GmbH|K_AgriLivestock|11487|1|11,0420642086769|52,0712270063968||||0,0117||||||||||
Farnstädter Frischei GmbH & Co. KG - Farnstädt, Köhlerweg -|K_AgriLivestock|15777|1|11,5492138852617|51,4310042805815||||0,0101||||||||||
Farnstädter Frischei GmbH & Co. KG - Gatterstädt- -|K_AgriLivestock|18596|1|11,5832666831408|51,3947235138125||||0,0105||||||||||
Farwick, Josef|K_AgriLivestock|06-05-558-0108555|1|7,44126415676215|51,7302385626685||||0,0118||||||||||
Faserplattenherstellungsanlage EGGER, Wismar|B_Industry|13-40-1300647|2|11,4571602178387|53,910684700539|0,329|||||||||||||
Faserplattenwerk Fiberboard GmbH|B_Industry|12-50724000392|2|13,5160385254685|52,0757284828772|0,604|0,698||||||||||||
Fehmarn-Hof Schweinehaltungs-KG|K_AgriLivestock|01-20-55046000004|1|11,0585841002688|54,4873233380846||||0,0213||||||||||
Fels-Werke GmbH|B_Industry|12-30642900000|2|13,8300469517844|52,4864480501054||||||||||||||
Fels-Werke GmbH Kalkwerk Münchehof|B_Industry|03-01-01227571140|2|10,1908974492968|51,8435851473783|0,123||||||4,95|||||||
Ferkelerzeugergesellschaft mbH Meseberg|K_AgriLivestock|12601|1|11,5257059598398|52,2779939770894||||0,014||||||||||
Ferkelerzeugung Lüns GbR|K_AgriLivestock|06-05-700-9074940|1|8,75434332765502|51,6116334901803||||0,0171||||||||||
Ferkelgut Pinnow GmbH & Co. Produktions KG|K_AgriLivestock|12-10700660000|1|11,6117165156287|53,2071329187135||||0,0113||||||||||
Ferkelproduktion GmbH Theeßen|K_AgriLivestock|12603|1|12,0650448320603|52,2425430233272||||0,012||||||||||
Ferkelzuchtbetrieb Reichenbach GmbH & Co. KG|K_AgriLivestock|14-65-55443322111|1|13,0950251230682|51,0529442518066||||0,018||||||||||
Fernwärme Ulm GmbH|A_PublicPower|06-08-1383701|5|9,96543606960752|48,396659156703|0,221|||||||||||||
Filthaut Walter|K_AgriLivestock|06-05-978-0235646|1|7,81080687448831|51,5264674590166||||0,0108||||||||||
Flensburger Schiffbau-Gesellschaft mbH & Co. KG|E_Solvents|01-50-01000004864|1|9,43357019790785|54,8080596749195||0,147||||||||||||
Flughafen München GmbH - Energiezentrale|A_PublicPower|06-09-178-0722-0001|3|11,7671441028026|48,3572799739746|0,132|||||||||||||
Fläming-Farm eG|K_AgriLivestock|12-60690400000|1|12,4997508368033|52,053643605469||||0,0229||||||||||
Fläminger Tiergut GmbH|K_AgriLivestock|12-60690050000|1|12,6412837296997|52,1787909857257||||0,0537||||||||||
Fondium Mettmann GmbH ehemals GF Casting Solutions Mettmann GmbH|B_Industry|06-05-100-0220879|2|6,98527738305176|51,2463781561175||||||||||||||
Fondium Singen GmbH|B_Industry|06-08-3854809|2|8,84563844118674|47,7599161624395||||||||||||||
Ford - Werke GmbH|E_Solvents|06-05-300-0128149|1|6,95644389287454|51,0091508917926||0,518||||||||||||
Ford-Werke GmbH .|E_Solvents|06-10-0055068|1|6,76519668268831|49,3474369377787||0,772||||||||||||
Frank Ehlers|K_AgriLivestock|03-65-25104202840|1|8,62721635539708|52,7671271467746||||0,0166||||||||||
Franz Luginger|K_AgriLivestock|06-09-274-4108-0001|1|12,1140510620954|48,6503135960271||||0,0124||||||||||
Franz Wiltmann GmbH & Co. KG Westfälische Fleischwarenfabrik|B_Industry|06-05-754-0076368|1|8,10502470180394|52,0079899889797||||||||||||0,055||
Franz-Josef und Markus Kenkel GbR Kenkel, Franz-Josef|K_AgriLivestock|03-85-45300828450|1|8,08256341159177|52,9675090580395||||0,0126||||||||||
Frehe, Norbert|K_AgriLivestock|03-91-45903266640|1|7,73138277223509|52,46100318197||||0,0169||||||||||
Fronberg Guss GmbH|B_Industry|06-09-376-0031-0001|2|12,1202895972223|49,3408607559622||||||||||||||
Frye & Grüner GmbH & Co. KG Galvanotechnik|B_Industry|06-09-773-8006-0001|1|10,3289597124169|48,6689163251579||||||||||||||
Fährenkämper, Bernhard und Maria|K_AgriLivestock|06-05-570-0287491|1|7,9462201285828|51,932713376309||||0,0108||||||||||
Füchtling, Anton|K_AgriLivestock|06-05-558-0187634|1|7,63950618751104|51,7996279542356||||0,0144||||||||||
GALFA GmbH & Co. KG|B_Industry|12-40623810000|1|13,7422885263874|51,6331364638842||||||||||||||
GASCADE Gastransport GmbH|A_PublicPower|12-50720000935|5|13,5390951484745|52,077940742859||||||||||||||
GASCADE Gastransport GmbH|A_PublicPower|12-30644610000|5|14,4741114590666|52,4429385025373|0,128|||||||||||||
GDTS - VDS Achim Gasunie Deutschland Transport Services GmbH|A_PublicPower|03-31-31000106297|5|9,02200721275588|53,0267277270654||||||||||||||
GF Casting Solutions Leipzig GmbH|B_Industry|14-81-56016900000|2|12,3154747913115|51,2989702383772||||||||||||||
GF Grafschafter Frischei GmbH & CO.KG|K_AgriLivestock|03-88-45602801880|1|7,17556635640817|52,4821205394209||||0,0166||||||||||
GGAB Agrarbetrieb Groß Grenz GmbH GGAB Agrarbetrieb Groß Grenz GmbH|K_AgriLivestock|13-30-602|1|12,0946585097402|53,974510019538||||0,0104||||||||||
GGS GmbH & Co. KG|K_AgriLivestock|06-09-376-0152-0001|1|12,0126819657893|49,3241101590567||||0,0112||||||||||
GHP Glunz Holzwerkstoffproduktions GmbH .|B_Industry|06-05-700-0001580|2|8,95653207806929|51,8810384714996|0,133|||||||||||||
GKH - Gemeinschaftskraftwerk Hannover GmbH|A_PublicPower|03-06-06060316030|5|9,64759600897812|52,420317109429|0,926||0,829|||||||||||
GKM Grosskraftwerk Mannheim AG|A_PublicPower|06-08-2948214|5|8,49222909547833|49,4457721563389|2,93||2,26|||0,0905||||0,0927||||
GKS-Gemeinschaftskraftwerk Schweinfurt GmbH|A_PublicPower|06-09-600-0009-0001|5|10,2236294308791|50,0301125144724|0,171|||||||||||||
GKW -Gichtgaskraftwerk Dillingen GmbH & Co. KG|A_PublicPower|06-10-00107401|5|6,74166740311067|49,3545901239859|0,131|||||||||||||
GKW Gemeinschaftsklärwerk Bitterfeld-Wolfen|J_Waste|13133|1|12,2865208172849|51,6624092528545||||||||||||||
GLENCORE Magdeburg GmbH|B_Industry|11386|1|11,6827459661779|52,1940405743206||0,38||||||||||||
GMB Glasmanufaktur Brandenburg GmbH|B_Industry|12-40716060000|2|14,6048186696894|51,5758703162918|0,102|||||||||||||
GML Gemeinschafts Müllheizkraftwerk Ludwigshafen GmbH|J_Waste|07-05-8311920|2|8,42635642156392|49,4846822000205||||||||||||||
GMVA Gemeinschafts-Müllverbrennungsanlage Niederrhein GmbH|J_Waste|06-05-100-0431192|2|6,83335380900731|51,4844515597853|0,666|||||||||||||
GSB Entsorgungsbetrieb Baar-Ebenhausen|J_Waste|06-09-100-0212-0001|3|11,4789572741793|48,6945722980959|0,124|||||||||||||
GUARDIAN Flachglas GmbH|B_Industry|13247|2|12,243387588332|51,6512326752397|0,35||0,38|||||||||||
Gas- und Dampfturbinenanlage|A_PublicPower|06-10-00105354|5|6,97817957161919|49,2136673445612||||||||||||||
Gaskraftwerk Emsland RWE Generation SE|A_PublicPower|03-10-10257673950|5|7,30605725134809|52,4807255600298|0,329|||||||||||||
GbR Armin Roder & Söhne|K_AgriLivestock|13-30-5401005|1|12,6404781304603|54,019171627547||||0,0172||||||||||
GePO Hähnchenmast GmbH & Co. KG|K_AgriLivestock|03-89-45702234521|1|7,61574065999163|53,1775906387239||||0,0106||||||||||
Gebrüder Linder Putenaufzucht- und -mastanlage|K_AgriLivestock|14-83-54529790000|1|12,6840984391624|51,0268137102744||||0,0475||||||||||
Geflügelanlage Dillstädt|K_AgriLivestock|16-87-78959950002|1|10,5312910322859|50,5933891097611||||0,0143||||||||||
Geflügelanlage Rottenau|K_AgriLivestock|12971|1|12,1015188658058|52,1018503823423||||0,0745||||||||||
Geflügelerzeuger GmbH Rühle & Co.KG|K_AgriLivestock|03-86-45403550850|1|7,2281387500216|52,659354168796||||0,0134||||||||||
Geflügelfarm Lommatzsch GmbH Legehennenhaltung Schwochau|K_AgriLivestock|14-72-63445542556|1|13,287083761929|51,1820016980135||||0,0106||||||||||
Geflügelhaltungsanlage - WIMEX Agrarprodukte Import & Export|K_AgriLivestock|13-40-1358026|1|11,4291735828|53,8149198875965||||0,139||||||||||
Geflügelhof  Finne KG, Tauhardt -|K_AgriLivestock|13944|1|11,4805073739866|51,1987378996339||||0,0116||||||||||
Geflügelhof Klaus Middendorf -|K_AgriLivestock|12968|1|11,6713480285337|52,5423416566719||||0,0134||||||||||
Geflügelhof Reinhard Möllenbeck|K_AgriLivestock|06-05-774-0003755|1|8,64624814801682|51,5964224955253||||0,0122||||||||||
Gehle, Thorsten|K_AgriLivestock|03-70-25603252110|1|9,02560919072307|52,485558904616||||0,0129||||||||||
Gehring GbR, Thomas und Corinna|K_AgriLivestock|06-08-15052939|1|9,90381571520866|49,1961377786273||||0,0333||||||||||
Gemeinschaftskraftwerk Bergkamen A beschränkt haftende OHG|A_PublicPower|06-05-900-0205103|5|7,6191278806328|51,6371657731015|1,17||0,739|||||||0,0132||||
Gemeinschaftskraftwerk Bremen GmbH & Co. KG Christian Doyen|A_PublicPower|06-04-11/2000122/0/0|5|8,68266305569622|53,1290817094392|0,3|||||||||||||
Gemeinschaftskraftwerk Kiel GmbH GKK|A_PublicPower|01-50-02000283604|3|10,1769762658324|54,3386527337962||||||||||||||
Gemischte Tierhaltungsanlage Hohen Wangelin|K_AgriLivestock|13-50-5095|1|12,4639001704981|53,618556170352||||0,0215||||||||||
Gemischte Tierhaltungsanlage Leuschentin|K_AgriLivestock|13-50-133|1|12,8114322382043|53,7398658974944||||0,0182||||||||||
Genesus Deutschland GmbH|K_AgriLivestock|10334|1|11,7729502983218|51,6794456634711||||0,0112||||||||||
Georgsmarienhütte GmbH|B_Industry|03-10-10285005160|5|8,04950110703731|52,2091443971563|0,19||0,348||||1,15|||||||
Geratal Agrar GmbH & Co. KG / Schweinezucht- und Mastanlage Ringleben|K_AgriLivestock|16-88-41300000045|1|10,9611548515903|51,1073516921578||||0,0279||||||||||
Germer Paul|K_AgriLivestock|03-88-45602528740|1|7,25390123076698|52,5270633635906||||0,0157||||||||||
Gerresheimer Lohr GmbH|B_Industry|06-09-677-0020-0001|2|9,57894523404982|49,9839518685937|0,137|||||||||||||
GfA Lüneburg - gkAöR|J_Waste|03-08-08080337670|1|10,4196782321957|53,3043710748785||||||||||||||
Gienanth GmbH|B_Industry|07-05-8159186|2|8,05719260422212|49,5488073754852||0,139|||||||0,0596|||||
Gießerei Heunisch GmbH|B_Industry|06-09-575-0020-0001|2|10,4198327619696|49,5119410315744||||||||||||||
Glasfaserherstellungsanlage - SAINT-GOBAIN ISOVER G+H AG Werk Lübz|B_Industry|13-40-4117|2|12,0248087392233|53,4752470053133||||0,0643||||||||||
Glaswerk Ernstthal GmbH|B_Industry|16-89-41102290028|2|11,1721651406592|50,4899346172225|0,302|||||||||||||
GmbH Läuferproduktion Langensalzwedel|K_AgriLivestock|13163|1|12,0625375563925|52,7753294770986||||0,0166||||||||||
Grace GmbH|B_Industry|07-04-6048443|1|8,35900312980427|49,6646114905637|0,197|||||||||||||
Gregor Große-Kock|K_AgriLivestock|06-05-562-9987116|1|6,96858284467586|51,737917037811||||0,0157||||||||||
Grethener Qualitätsfleisch GmbH, SMA Grethen|K_AgriLivestock|14-83-54219650000|1|12,6539431148368|51,2133301655778||||0,0262||||||||||
Grevenkamp, Heinrich-Gustav|K_AgriLivestock|03-85-45300601470|1|7,96759158817979|52,7022578771803||||0,0282||||||||||
Grillo Zinkoxid GmbH|B_Industry|03-01-01227109710|1|10,4926643663765|51,9217616625156||||||||||||||
Grillo-Werke AG|B_Industry|06-05-100-0388744|1|6,76071755759981|51,4973139165876||||||||||||||
Grillo-Werke AG Werk Frankfurt Höchst     Gebäude G361|B_Industry|06-00450010412|1|8,53057276144883|50,0807909910533|||0,322|||||||||||
Grotholtmann, Ernst|K_AgriLivestock|06-05-566-0371580|1|7,76461155284345|52,1361225552083||||0,0109||||||||||
Große Hartlage, Frank|K_AgriLivestock|03-91-45903470690|1|7,90254602559898|52,0861381932357||||0,0144||||||||||
Große Vorspohl, Dirk|K_AgriLivestock|06-05-566-0312814|1|7,52908882303626|52,1004390087532||||0,0189||||||||||
GuD HKW|A_PublicPower|13-50-138|5|13,2958811372382|53,5614796584459|0,12|||||||||||||
GuD-Anlage Bitterfeld|A_PublicPower|12342|5|12,304608620522|51,6291506084176||||||||||||||
Gunvor Raffinerie Ingolstadt GmbH|B_Industry|06-09-176-0003-0139|4|11,4729236246672|48,7893605962044|0,532|0,47|2,82|||||||||||
Gut Allmenhausen Neumair GbR|K_AgriLivestock|16-82-75481420000|1|10,7318400390096|51,2413559774053||||0,0102||||||||||
Gut Groß Langerwisch Hölscher, Leuschner, Quittmann GbR|K_AgriLivestock|12-10702000000|1|12,0998576124823|53,1759974280058||||0,0261||||||||||
Gut Jäglitz GmbH & Co. Agrar KG|K_AgriLivestock|12-10704280000|1|12,2625210291943|53,2454459189795||||0,0419||||||||||
Gut Klein Wanzleben Schweinezucht GmbH & Co. KG|K_AgriLivestock|13286|1|11,3689458462964|52,0601795417947||||0,0725||||||||||
Gut Klenz Westhues KG Schweinemastanlage Klenz|K_AgriLivestock|13-30-530|1|12,6522361995204|53,8517502959668||||0,0207||||||||||
Gut Klessin Frank Tiggemann|K_AgriLivestock|12-30640570000|1|14,5443217877432|52,461165573979||||0,0233||||||||||
Gut Tier- und Pflanzenproduktion GmbH Rövershagen|K_AgriLivestock|13-30-163|1|12,2723071190396|54,1706072226961||||0,0404||||||||||
Gußwerke Leipzig GmbH|B_Industry|14-81-54945320000|2|12,2918481808392|51,3442243116686||||||||||||||
Göken, Theodor|K_AgriLivestock|03-85-45300755340|1|7,95001660615861|52,9475872772379||||0,0126||||||||||
Görtz Blumenberg GmbH & Co. Agrar KG|K_AgriLivestock|13187|1|11,4477577246053|52,045789281908||||0,0356||||||||||
Görtz Blumenberg GmbH & Co. Agrar KG Aschersleben|K_AgriLivestock|11113|1|11,4565622090429|51,7983150154269||||0,0212||||||||||
Götting, Hans|K_AgriLivestock|03-85-45301139560|1|7,74663913904283|52,7214800974162||||0,0145||||||||||
H&R Chemisch Pharmazeutische Spezialitäten GmbH|B_Industry|03-10-10101531850|4|7,34857827905225|52,3176043245424||||||||||||||
H. & J. Brüggen KG|B_Industry|01-30-03000000018|1|10,6927365999219|53,878890196825||||||0,72||||||||
